Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
2500, 0.033623, 0.028400, 0.025882, 0.023694, 0.037561, 0.030458, 0.027326, 0.023932, 0.240885, 0.234431, 0.222406, 0.168098, 0.291244, 0.280679, 0.265946, 0.197964
2600, 0.035069, 0.029675, 0.027023, 0.024710, 0.039183, 0.031893, 0.028522, 0.025042, 0.253437, 0.248975, 0.230961, 0.174248, 0.306545, 0.297275, 0.275532, 0.205450
2700, 0.036667, 0.030978, 0.028288, 0.025994, 0.040961, 0.033251, 0.029858, 0.026055, 0.263376, 0.258275, 0.241345, 0.182278, 0.318156, 0.308219, 0.287940, 0.215027
2800, 0.038116, 0.032187, 0.029344, 0.026822, 0.042404, 0.034442, 0.030976, 0.027084, 0.272940, 0.266941, 0.251700, 0.189560, 0.329252, 0.318978, 0.300916, 0.223042
2900, 0.039868, 0.033614, 0.030797, 0.028058, 0.044221, 0.036027, 0.032408, 0.028307, 0.287173, 0.279239, 0.265296, 0.200187, 0.346042, 0.333417, 0.316330, 0.235730
3000, 0.041153, 0.034846, 0.031821, 0.029138, 0.045779, 0.037319, 0.033506, 0.029362, 0.297553, 0.289814, 0.275269, 0.208083, 0.357630, 0.345115, 0.327807, 0.244550
3100, 0.042619, 0.036068, 0.032970, 0.030123, 0.047234, 0.038577, 0.034674, 0.030280, 0.317303, 0.304804, 0.320561, 0.216812, 0.381980, 0.363289, 0.380504, 0.254809
3200, 0.044071, 0.037414, 0.034231, 0.031198, 0.049106, 0.039992, 0.036053, 0.031467, 0.326553, 0.316976, 0.327125, 0.225322, 0.392910, 0.378129, 0.388356, 0.264924
3300, 0.045303, 0.038485, 0.035176, 0.032144, 0.050468, 0.041101, 0.036940, 0.032411, 0.335147, 0.326325, 0.335535, 0.264396, 0.403585, 0.388862, 0.399152, 0.310454
3400, 0.047216, 0.040079, 0.036635, 0.033462, 0.052335, 0.042743, 0.038546, 0.033668, 0.349943, 0.339480, 0.346046, 0.272556, 0.419620, 0.404051, 0.410835, 0.319365
3500, 0.048471, 0.041100, 0.037567, 0.034247, 0.053805, 0.043807, 0.039603, 0.034549, 0.358681, 0.349224, 0.355529, 0.278594, 0.430886, 0.415540, 0.422787, 0.326304
3600, 0.050038, 0.042438, 0.038918, 0.035557, 0.055473, 0.045341, 0.040955, 0.035767, 0.372022, 0.364414, 0.365389, 0.286126, 0.445987, 0.433773, 0.433489, 0.334983
3700, 0.051304, 0.043598, 0.039915, 0.036492, 0.056963, 0.046504, 0.041920, 0.036784, 0.380292, 0.369777, 0.372075, 0.290606, 0.457672, 0.440860, 0.443038, 0.341124
3800, 0.052863, 0.044959, 0.041174, 0.037806, 0.058630, 0.047889, 0.043188, 0.037869, 0.392675, 0.381740, 0.382779, 0.297999, 0.471211, 0.454342, 0.455197, 0.350455
3900, 0.054067, 0.045892, 0.041978, 0.038638, 0.059998, 0.048998, 0.044133, 0.039056, 0.402957, 0.392727, 0.397527, 0.305417, 0.484277, 0.468157, 0.472591, 0.358033
4000, 0.055220, 0.046963, 0.042769, 0.039716, 0.061436, 0.050085, 0.045058, 0.040077, 0.413807, 0.402588, 0.405484, 0.311703, 0.496740, 0.480152, 0.481725, 0.366012
