Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
1300, 0.015685, 0.013057, 0.013803, 0.016247, 0.017824, 0.014255, 0.014659, 0.017271, 0.118660, 0.112150, 0.108583, 0.119323, 0.146566, 0.138110, 0.131940, 0.144716
1400, 0.016868, 0.014069, 0.014854, 0.017556, 0.019219, 0.015292, 0.015732, 0.018590, 0.127442, 0.120639, 0.118395, 0.128482, 0.156207, 0.147411, 0.143415, 0.155659
1500, 0.018407, 0.015371, 0.016224, 0.019104, 0.020822, 0.016721, 0.017132, 0.020217, 0.138485, 0.132104, 0.129330, 0.138597, 0.169497, 0.161133, 0.156231, 0.167677
1600, 0.019798, 0.016527, 0.017312, 0.020745, 0.022437, 0.017958, 0.018303, 0.021925, 0.151521, 0.144545, 0.149143, 0.149555, 0.185686, 0.175915, 0.181102, 0.180519
1700, 0.021457, 0.018001, 0.019021, 0.022470, 0.024249, 0.019552, 0.020095, 0.023638, 0.162329, 0.155360, 0.158410, 0.160723, 0.198376, 0.188819, 0.191589, 0.193702
1800, 0.022441, 0.018701, 0.019718, 0.023250, 0.025217, 0.020228, 0.020821, 0.024486, 0.173930, 0.165814, 0.167099, 0.170501, 0.212588, 0.201276, 0.202278, 0.205061
1900, 0.023967, 0.020037, 0.021154, 0.024958, 0.026959, 0.021631, 0.022262, 0.026367, 0.184741, 0.176550, 0.177962, 0.186250, 0.225430, 0.214168, 0.215025, 0.223731
2000, 0.025196, 0.021064, 0.022518, 0.026173, 0.028359, 0.022810, 0.023690, 0.027538, 0.196097, 0.187064, 0.189491, 0.195496, 0.238756, 0.226549, 0.228255, 0.234965
2100, 0.026771, 0.022439, 0.023577, 0.028095, 0.030124, 0.024233, 0.024820, 0.029517, 0.222103, 0.217273, 0.199260, 0.206414, 0.271106, 0.262766, 0.240241, 0.247698
2200, 0.027807, 0.023181, 0.024503, 0.028980, 0.031228, 0.025021, 0.025835, 0.030467, 0.231321, 0.226872, 0.209605, 0.218507, 0.282468, 0.274039, 0.252458, 0.262342
2300, 0.029337, 0.024500, 0.025925, 0.030673, 0.032921, 0.026459, 0.027333, 0.032138, 0.242512, 0.237269, 0.221819, 0.229831, 0.295375, 0.286268, 0.266398, 0.275298
2400, 0.030760, 0.025717, 0.027319, 0.032272, 0.034395, 0.027730, 0.028676, 0.033788, 0.253692, 0.248522, 0.237845, 0.242567, 0.308706, 0.298771, 0.285624, 0.290399
2500, 0.031819, 0.026601, 0.028128, 0.033509, 0.035625, 0.028650, 0.029555, 0.035159, 0.264032, 0.258244, 0.248544, 0.276900, 0.320265, 0.310953, 0.298578, 0.331044
2600, 0.033419, 0.028043, 0.029592, 0.035103, 0.037452, 0.030140, 0.031069, 0.036822, 0.280104, 0.274421, 0.260289, 0.289231, 0.339778, 0.329803, 0.312414, 0.345405
2700, 0.034939, 0.029273, 0.031213, 0.036488, 0.039068, 0.031487, 0.032764, 0.038259, 0.291010, 0.284942, 0.274094, 0.301485, 0.353415, 0.341852, 0.328674, 0.359373
2800, 0.036280, 0.030417, 0.032469, 0.037935, 0.040614, 0.032720, 0.034068, 0.039766, 0.301171, 0.295054, 0.283718, 0.310554, 0.364999, 0.355165, 0.340306, 0.371231
2900, 0.037520, 0.031572, 0.033536, 0.039454, 0.042065, 0.033956, 0.035218, 0.041349, 0.314030, 0.307084, 0.295784, 0.321357, 0.380260, 0.368258, 0.353962, 0.383460
3000, 0.039136, 0.032851, 0.035150, 0.041114, 0.043696, 0.035290, 0.036792, 0.043078, 0.322915, 0.316745, 0.305452, 0.330998, 0.391888, 0.380137, 0.366162, 0.394531
3100, 0.040409, 0.033927, 0.035945, 0.042727, 0.045022, 0.036394, 0.037807, 0.044860, 0.344124, 0.335833, 0.349691, 0.347283, 0.417094, 0.403277, 0.417626, 0.413545
3200, 0.041883, 0.035293, 0.037582, 0.044142, 0.046839, 0.037844, 0.039360, 0.046260, 0.355191, 0.346095, 0.360132, 0.359410, 0.429558, 0.415078, 0.429194, 0.427204
3300, 0.043123, 0.036261, 0.038634, 0.045657, 0.048229, 0.038878, 0.040402, 0.047645, 0.368399, 0.359267, 0.372146, 0.370849, 0.444543, 0.430612, 0.443441, 0.441370
3400, 0.045046, 0.037922, 0.040250, 0.047536, 0.050341, 0.040728, 0.042232, 0.049811, 0.383043, 0.373224, 0.383010, 0.386466, 0.462318, 0.446753, 0.456132, 0.459693
3500, 0.046145, 0.038811, 0.041354, 0.048602, 0.051531, 0.041584, 0.043358, 0.050663, 0.394281, 0.383992, 0.395274, 0.397467, 0.475070, 0.459774, 0.470361, 0.471931
3600, 0.047933, 0.040299, 0.042973, 0.050444, 0.053271, 0.043141, 0.044913, 0.052680, 0.410023, 0.401842, 0.406528, 0.412384, 0.494479, 0.480404, 0.483980, 0.489619
3700, 0.049145, 0.041395, 0.044166, 0.051890, 0.054790, 0.044322, 0.046121, 0.054215, 0.421736, 0.412460, 0.417835, 0.423266, 0.507232, 0.492507, 0.497235, 0.502675
3800, 0.050369, 0.042441, 0.045355, 0.053221, 0.056097, 0.045435, 0.047352, 0.055749, 0.431382, 0.422219, 0.427337, 0.441767, 0.522050, 0.505089, 0.508605, 0.525369
3900, 0.051926, 0.043754, 0.046710, 0.054854, 0.057773, 0.046665, 0.048765, 0.057333, 0.447072, 0.436544, 0.446599, 0.455019, 0.539155, 0.521375, 0.530708, 0.539751
4000, 0.053244, 0.044764, 0.047821, 0.056244, 0.059290, 0.047886, 0.049964, 0.058742, 0.459013, 0.448742, 0.455198, 0.465230, 0.553941, 0.536498, 0.540849, 0.553125
