Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
25000, 25.522865, 23.335114, 23.365990, 17.247688, 93.377243, 87.469574, 88.560486, 64.237091, 29.744011, 25.967659, 24.507172, 18.705086, 98.900032, 91.217270, 90.722061, 66.542892
26000, 26.376366, 24.106323, 24.010780, 19.843124, 96.608147, 90.457352, 91.035072, 73.778633, 30.820374, 26.855186, 25.329681, 19.324059, 102.439499, 94.432190, 93.514946, 74.220413
27000, 27.330299, 24.969673, 24.812180, 20.370300, 100.271591, 93.883812, 94.116661, 75.733482, 31.976776, 28.010849, 26.312447, 19.920715, 106.365463, 98.174690, 96.764427, 76.186455
28000, 28.212868, 25.748314, 25.687996, 20.961235, 103.807693, 97.190857, 97.573250, 77.977402, 33.198509, 28.974289, 27.368271, 20.652061, 110.303391, 101.713448, 100.463654, 78.622948
29000, 29.375023, 26.839439, 26.424202, 21.752411, 108.264297, 101.411324, 100.413765, 80.914536, 34.581032, 29.916466, 28.226440, 21.486740, 114.998039, 105.803169, 103.465912, 81.642296
30000, 30.195541, 27.560974, 27.169594, 22.205902, 111.677429, 104.578331, 103.611282, 82.873688, 35.684746, 30.899239, 29.104980, 22.083389, 118.765335, 109.296158, 106.826363, 83.775665
31000, 31.156044, 28.444481, 28.297562, 22.804794, 115.591248, 108.260078, 108.088593, 85.327187, 36.747993, 32.057640, 30.251015, 22.712357, 122.837029, 113.288002, 111.367966, 86.281654
32000, 32.043449, 29.238358, 29.016853, 23.362015, 119.176056, 111.619514, 110.896027, 87.697403, 37.941284, 33.053108, 31.155937, 23.402084, 126.851730, 116.952362, 114.409042, 88.853165
33000, 35.589172, 32.697441, 29.775749, 24.384628, 132.251511, 124.454681, 114.013367, 91.483070, 39.028206, 37.773964, 32.215378, 24.356323, 137.503250, 131.083862, 117.899445, 92.579590
34000, 36.412315, 33.445938, 30.725685, 24.943230, 135.210327, 127.181915, 117.827301, 93.791061, 40.069977, 38.600151, 33.444038, 25.114105, 140.796021, 133.988663, 122.075310, 95.184029
35000, 37.355934, 34.281593, 31.465637, 25.556519, 138.712990, 130.443047, 120.850906, 96.211433, 41.166290, 39.696022, 34.425392, 25.955635, 144.441071, 137.470161, 125.333488, 97.809921
36000, 38.192894, 35.037872, 32.213768, 26.279121, 141.914551, 133.414673, 124.119102, 99.161995, 42.308762, 40.550743, 35.388756, 26.840363, 147.986504, 140.620056, 128.905273, 100.965218
37000, 39.318710, 36.073730, 33.945839, 26.909241, 146.199699, 137.467049, 130.901573, 101.888496, 43.628670, 41.444321, 37.200516, 27.572739, 152.499153, 144.555077, 135.759239, 103.819939
38000, 40.109756, 36.787506, 34.597466, 27.451408, 149.284592, 140.304588, 133.523224, 104.302841, 44.709122, 42.345284, 38.064857, 28.386757, 155.971375, 147.674408, 138.671371, 106.587471
39000, 41.068306, 37.664612, 35.378899, 29.013779, 153.050377, 143.841064, 136.732010, 110.179970, 45.748398, 43.465851, 38.940201, 29.893555, 159.827698, 151.454987, 142.013023, 112.419601
40000, 41.941338, 38.439674, 36.356949, 29.568420, 156.404243, 146.932693, 140.577728, 112.291847, 46.902657, 44.357681, 40.175537, 30.540413, 163.574432, 154.734230, 146.245590, 114.713303
