Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
2600, 934.071831, 914.647736, 872.689873, 693.193710, 1139.986679, 1104.579803, 1049.017441, 815.175072, 969.749741, 953.698761, 897.804436, 702.675323, 1167.978310, 1137.402458, 1068.121155, 821.853729
2700, 973.594978, 953.423965, 921.993332, 725.245056, 1186.655861, 1149.887520, 1107.247833, 851.999870, 1011.239372, 994.667130, 940.442513, 736.205162, 1216.321701, 1184.724571, 1117.774292, 859.952522
2800, 1002.742142, 981.824211, 952.474564, 751.100182, 1222.393730, 1184.263924, 1143.995422, 882.601997, 1045.131386, 1025.743011, 978.152832, 762.306686, 1257.168304, 1221.782127, 1162.858902, 890.623611
2900, 1050.530922, 1028.866074, 997.772133, 792.108032, 1278.920860, 1239.429588, 1196.948776, 930.149429, 1095.452400, 1070.798935, 1029.036652, 802.333992, 1315.965088, 1274.136894, 1222.063606, 936.937340
3000, 1084.925522, 1062.513756, 1029.791145, 818.484978, 1321.175140, 1280.322403, 1235.807762, 961.362076, 1129.799446, 1107.636528, 1061.430679, 830.549515, 1357.432800, 1318.256210, 1260.976204, 970.076065
3100, 1158.042580, 1134.883896, 1174.851974, 852.798103, 1409.082306, 1366.868103, 1411.341553, 1000.981567, 1203.411438, 1167.619911, 1217.906021, 866.243881, 1445.132195, 1389.258987, 1446.915131, 1011.004089
3200, 1192.191803, 1168.286201, 1207.917320, 889.039322, 1449.419342, 1405.843674, 1449.660286, 1043.227234, 1241.259140, 1213.579994, 1249.564735, 902.668060, 1489.536049, 1443.694702, 1483.189285, 1053.243805
3300, 1229.367287, 1204.714767, 1239.279305, 1016.487930, 1494.333847, 1449.396713, 1486.915817, 1197.694939, 1277.767059, 1250.808334, 1284.317101, 1040.817436, 1532.999840, 1487.639946, 1524.039841, 1217.537636
3400, 1273.841415, 1248.441978, 1274.508339, 1043.429039, 1547.226234, 1500.927635, 1527.719955, 1228.211090, 1327.228203, 1294.847023, 1319.431984, 1067.099373, 1591.062088, 1538.953979, 1564.276512, 1247.108803
3500, 1310.273201, 1284.126846, 1313.887291, 1068.549202, 1591.311020, 1543.650955, 1574.822487, 1257.297668, 1362.746140, 1335.516701, 1359.882080, 1093.805725, 1633.234932, 1586.917679, 1612.361397, 1277.651108
3600, 1367.735229, 1340.841957, 1348.932281, 1096.864944, 1660.256172, 1611.234642, 1615.491936, 1289.612129, 1410.813354, 1393.250443, 1397.914330, 1122.587135, 1690.213493, 1655.228889, 1656.403824, 1310.433784
3700, 1400.239891, 1372.599701, 1386.438843, 1129.980087, 1699.541916, 1649.158920, 1660.299255, 1328.527428, 1455.746010, 1425.609894, 1437.401535, 1154.434715, 1744.279816, 1693.323830, 1702.982635, 1347.859322
3800, 1438.340454, 1409.953346, 1419.693588, 1154.565659, 1745.697906, 1693.953445, 1699.933136, 1357.010605, 1497.763268, 1464.139778, 1471.341324, 1180.574730, 1794.333450, 1738.772034, 1743.003136, 1377.946892
3900, 1485.732071, 1456.598045, 1479.330894, 1186.110245, 1802.334732, 1749.228806, 1770.803207, 1393.235039, 1545.533112, 1512.971992, 1533.499756, 1213.249817, 1850.836815, 1796.404861, 1815.807732, 1415.234421
4000, 1526.514641, 1496.633698, 1511.820496, 1215.039894, 1851.513664, 1797.046272, 1809.168350, 1427.036324, 1589.075279, 1556.141991, 1568.471497, 1242.646255, 1902.499863, 1847.288010, 1856.642410, 1449.355209
