Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
1100, 274.710472, 268.386154, 252.062157, 261.694756, 492.795212, 471.233620, 433.745010, 447.730278, 291.320999, 277.828514, 264.247780, 273.815704, 506.113579, 478.679253, 444.102531, 458.093948
1200, 300.778946, 293.869011, 285.515671, 290.983353, 535.327446, 511.804237, 488.464989, 494.465118, 318.811394, 304.524925, 297.844200, 304.131546, 550.418732, 519.857285, 498.906471, 505.498032
1300, 330.975647, 323.492638, 312.664597, 345.043098, 587.118515, 561.636642, 532.883354, 587.879974, 351.486313, 335.692154, 326.469849, 355.182938, 604.271141, 571.200272, 544.490685, 594.777306
1400, 355.638382, 347.572273, 340.512306, 370.293350, 629.840248, 602.397377, 580.143906, 629.741821, 377.064926, 361.038101, 354.754509, 382.022530, 647.066574, 612.870796, 591.561485, 638.887016
1500, 387.600052, 378.968239, 371.709023, 400.874329, 682.235992, 652.835762, 629.724823, 677.138329, 409.792084, 394.541649, 387.216835, 412.896912, 699.490189, 665.654762, 642.201767, 685.868210
1600, 424.386032, 415.178490, 431.934532, 430.086990, 745.468918, 714.108994, 733.961906, 724.651817, 447.598282, 431.044975, 444.090218, 444.575325, 764.498589, 726.583282, 743.273170, 736.386055
1700, 454.522682, 444.738678, 457.397530, 461.901482, 794.256737, 760.937233, 771.930954, 774.523209, 479.462563, 462.799080, 472.044052, 478.188553, 814.282356, 775.777863, 783.978149, 787.382645
1800, 485.829994, 475.435745, 483.510750, 488.800301, 849.948830, 814.663177, 816.564110, 819.936882, 512.482613, 492.790565, 497.686249, 506.207802, 871.761841, 827.250679, 826.912399, 833.717720
1900, 515.712326, 504.772148, 514.174370, 532.546906, 897.919456, 860.680290, 863.903908, 890.844528, 544.480347, 525.012756, 529.924019, 551.351265, 921.537346, 877.275879, 876.020958, 906.139450
2000, 545.955925, 534.474716, 546.243469, 559.955513, 949.901039, 910.709183, 917.136848, 935.595795, 576.700722, 556.062042, 563.266602, 579.818077, 975.483353, 928.518547, 930.153885, 952.000694
2100, 622.752411, 610.667503, 574.544640, 590.814613, 1083.650955, 1042.494095, 962.970116, 985.384964, 649.601990, 637.906418, 593.007179, 611.284897, 1104.967346, 1064.269676, 976.963730, 1001.184700
2200, 650.626755, 637.943184, 603.246384, 624.665443, 1130.706154, 1087.585526, 1010.523834, 1041.671303, 677.600060, 666.370232, 623.631958, 646.738731, 1151.374969, 1110.240402, 1026.505341, 1060.046982
2300, 681.585793, 668.348831, 637.499153, 658.567322, 1178.608017, 1133.532295, 1063.057838, 1093.176720, 711.096489, 697.899338, 660.471794, 681.301674, 1202.122940, 1157.179237, 1081.900177, 1111.120628
2400, 714.039139, 700.244713, 682.766785, 693.883003, 1232.457062, 1185.425583, 1137.794167, 1150.462273, 744.257660, 730.659073, 705.087868, 717.939789, 1256.088295, 1209.757980, 1155.467804, 1169.823402
2500, 741.895538, 727.495033, 712.705711, 778.410034, 1280.766502, 1231.769814, 1188.333084, 1297.148308, 772.917221, 759.289482, 736.108665, 810.645416, 1304.288704, 1257.860336, 1206.670097, 1323.933922
2600, 786.417191, 771.437706, 745.997078, 815.714149, 1351.872627, 1300.915741, 1238.213051, 1352.603333, 820.361771, 805.584206, 772.065132, 847.518448, 1378.280762, 1328.717606, 1260.241974, 1377.900322
2700, 815.374146, 799.826439, 785.389359, 846.938896, 1399.783546, 1346.868683, 1302.363007, 1402.583618, 851.069206, 835.154625, 810.309944, 881.594490, 1427.483925, 1375.414391, 1321.772156, 1431.294693
2800, 845.871048, 829.754250, 814.723816, 876.349800, 1449.706192, 1394.833054, 1348.670425, 1448.233047, 883.140228, 868.268990, 841.874710, 911.096962, 1478.476067, 1427.518707, 1370.855988, 1476.087883
2900, 879.947105, 863.267807, 847.846970, 907.396324, 1506.163612, 1449.333481, 1402.137276, 1497.362022, 919.635735, 901.932693, 875.979805, 943.220772, 1537.264992, 1481.412941, 1424.647392, 1526.303955
3000, 913.370354, 896.107178, 882.722786, 940.846375, 1560.903557, 1502.112404, 1457.726151, 1549.744026, 954.342224, 937.238564, 911.982338, 978.198265, 1592.532722, 1537.249001, 1481.192184, 1580.637444
3100, 971.871971, 954.029037, 994.045403, 985.934036, 1660.246483, 1599.495110, 1648.211533, 1623.383278, 1013.928284, 992.562126, 1031.980835, 1025.854355, 1693.224083, 1631.629166, 1678.938675, 1656.650154
3200, 998.748825, 980.331947, 1018.643768, 1016.999908, 1703.108223, 1640.397888, 1684.524475, 1671.402321, 1042.876175, 1020.301155, 1058.299377, 1057.850609, 1738.241264, 1672.720299, 1717.132790, 1704.822098
3300, 1031.383308, 1012.403931, 1048.745239, 1044.713539, 1757.897072, 1693.229744, 1733.415108, 1716.036926, 1075.916458, 1053.217888, 1089.324013, 1087.872955, 1792.599411, 1726.543045, 1766.611237, 1752.094093
3400, 1071.048515, 1051.457245, 1080.182816, 1088.068649, 1820.059219, 1753.425423, 1779.220436, 1782.363655, 1118.126060, 1094.752632, 1122.501411, 1132.299026, 1857.092766, 1789.304306, 1814.227112, 1819.684593
3500, 1101.342522, 1081.183029, 1115.544968, 1119.173340, 1871.261337, 1802.669563, 1837.265091, 1832.701111, 1150.919556, 1126.534195, 1158.017899, 1164.450996, 1911.082581, 1840.482445, 1872.649918, 1870.765755
3600, 1150.235664, 1129.493210, 1147.756332, 1160.518181, 1950.220406, 1879.668045, 1885.632919, 1896.168297, 1198.066284, 1176.270164, 1191.439819, 1207.432350, 1986.037041, 1918.488716, 1921.530502, 1935.536873
3700, 1181.130692, 1159.840660, 1181.728783, 1192.940727, 2000.692566, 1928.186371, 1939.466148, 1947.614815, 1230.983994, 1207.513771, 1226.294350, 1241.028473, 2038.829086, 1967.798698, 1975.718063, 1987.522842
3800, 1207.171844, 1185.262413, 1206.292099, 1246.499969, 2046.935638, 1972.461258, 1981.122978, 2039.551170, 1260.327354, 1236.733894, 1253.064445, 1292.928772, 2088.791435, 2016.903519, 2020.068291, 2078.199806
3900, 1249.397430, 1226.955162, 1255.289940, 1281.536919, 2116.305641, 2039.880035, 2060.405098, 2094.009537, 1303.811592, 1277.093941, 1305.293152, 1330.134354, 2159.033661, 2081.283455, 2102.407066, 2135.270256
4000, 1283.743805, 1260.739128, 1284.095474, 1314.525841, 2173.482346, 2095.100021, 2106.514412, 2146.645256, 1340.058395, 1313.941223, 1333.851547, 1362.578239, 2217.998665, 2140.253342, 2147.327957, 2186.106461
