Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
2300, 0.225293, 0.219282, 0.204779, 0.156774, 0.281386, 0.270903, 0.251972, 0.187398, 0.242870, 0.237553, 0.219638, 0.170452, 0.288985, 0.280721, 0.259007, 0.197210
2400, 0.237569, 0.231098, 0.220423, 0.165010, 0.295984, 0.284881, 0.271312, 0.197322, 0.255548, 0.249608, 0.236407, 0.179582, 0.303573, 0.293563, 0.277993, 0.207554
2500, 0.248145, 0.241656, 0.231965, 0.178023, 0.308689, 0.298119, 0.285094, 0.212768, 0.266687, 0.260615, 0.248639, 0.193770, 0.317172, 0.306444, 0.292262, 0.223607
2600, 0.260968, 0.253794, 0.241298, 0.184904, 0.324989, 0.312688, 0.296631, 0.220807, 0.279976, 0.274853, 0.257288, 0.200813, 0.332837, 0.323652, 0.302197, 0.232508
2700, 0.272219, 0.265226, 0.255313, 0.193339, 0.338750, 0.326350, 0.312342, 0.230987, 0.291778, 0.286788, 0.269667, 0.210569, 0.346885, 0.336730, 0.316324, 0.243155
2800, 0.280820, 0.273288, 0.264211, 0.200320, 0.349099, 0.336049, 0.323504, 0.239374, 0.301996, 0.295310, 0.280619, 0.218114, 0.358661, 0.347302, 0.328816, 0.251447
2900, 0.294143, 0.286500, 0.276290, 0.211418, 0.365391, 0.352355, 0.338540, 0.252635, 0.316252, 0.308299, 0.295020, 0.229583, 0.375790, 0.362199, 0.345519, 0.264445
3000, 0.306859, 0.296366, 0.285512, 0.218947, 0.377960, 0.364122, 0.350114, 0.260966, 0.326627, 0.320337, 0.304581, 0.237313, 0.386920, 0.374475, 0.356852, 0.273896
3100, 0.324381, 0.316295, 0.324103, 0.227616, 0.402697, 0.388531, 0.397882, 0.272164, 0.347922, 0.336195, 0.350247, 0.247603, 0.411977, 0.394918, 0.411281, 0.285344
3200, 0.334625, 0.325693, 0.333787, 0.237322, 0.414490, 0.400055, 0.408599, 0.283382, 0.358740, 0.349411, 0.359315, 0.257943, 0.424557, 0.410300, 0.420838, 0.297913
3300, 0.345612, 0.336562, 0.342732, 0.270627, 0.427215, 0.412799, 0.420118, 0.324704, 0.369135, 0.360531, 0.369348, 0.298874, 0.436699, 0.422367, 0.432668, 0.345301
3400, 0.358016, 0.348836, 0.353072, 0.278134, 0.443143, 0.427845, 0.431785, 0.332851, 0.383596, 0.372848, 0.379595, 0.306350, 0.453605, 0.437608, 0.443799, 0.353290
3500, 0.366669, 0.357505, 0.362240, 0.283597, 0.454042, 0.438135, 0.443243, 0.339567, 0.390504, 0.380832, 0.386723, 0.310599, 0.462276, 0.447468, 0.454073, 0.358356
3600, 0.382307, 0.373315, 0.371614, 0.291150, 0.473161, 0.457342, 0.454325, 0.348251, 0.403569, 0.397060, 0.397745, 0.318387, 0.478304, 0.466226, 0.466436, 0.367648
3700, 0.391345, 0.381401, 0.381571, 0.299896, 0.483938, 0.467415, 0.466596, 0.359005, 0.415066, 0.404457, 0.406845, 0.326049, 0.491769, 0.475857, 0.476474, 0.377000
3800, 0.404228, 0.392888, 0.393003, 0.307624, 0.499721, 0.482208, 0.479930, 0.367986, 0.428795, 0.418136, 0.419163, 0.335371, 0.508009, 0.490170, 0.490895, 0.387373
3900, 0.418319, 0.407623, 0.411441, 0.317204, 0.517441, 0.499139, 0.501530, 0.378919, 0.445665, 0.435535, 0.440563, 0.347747, 0.527626, 0.510532, 0.515510, 0.400365
4000, 0.429815, 0.419340, 0.421925, 0.324777, 0.531027, 0.513465, 0.513272, 0.388800, 0.459069, 0.448183, 0.451363, 0.356507, 0.542401, 0.524670, 0.527116, 0.410209
