Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
1800, 0.114245, 0.111239, 0.112002, 0.090776, 0.220650, 0.209767, 0.209370, 0.157845, 0.122395, 0.115234, 0.116967, 0.091433, 0.227114, 0.210291, 0.212276, 0.158138
1900, 0.122161, 0.118941, 0.119859, 0.096807, 0.234063, 0.222236, 0.221931, 0.167440, 0.130485, 0.124357, 0.124358, 0.097485, 0.239703, 0.226077, 0.224283, 0.167591
2000, 0.129110, 0.125373, 0.126993, 0.101753, 0.247166, 0.234368, 0.235454, 0.175895, 0.138374, 0.131415, 0.132153, 0.102502, 0.254508, 0.238583, 0.238039, 0.175473
2100, 0.148753, 0.145282, 0.133566, 0.107982, 0.285337, 0.272441, 0.246575, 0.186569, 0.155720, 0.153174, 0.138840, 0.109450, 0.288629, 0.277885, 0.249842, 0.186790
2200, 0.156092, 0.152362, 0.141256, 0.113641, 0.297968, 0.283845, 0.259837, 0.195229, 0.162862, 0.160459, 0.146860, 0.115410, 0.301466, 0.290149, 0.263330, 0.195816
2300, 0.163628, 0.159596, 0.149166, 0.120260, 0.309737, 0.295575, 0.273217, 0.205672, 0.171730, 0.168368, 0.155289, 0.122060, 0.314670, 0.302039, 0.277393, 0.206711
2400, 0.170752, 0.166632, 0.159728, 0.125963, 0.322931, 0.307442, 0.292329, 0.215418, 0.179529, 0.175662, 0.165818, 0.128011, 0.328790, 0.314695, 0.296634, 0.216760
2500, 0.176712, 0.172826, 0.166156, 0.134555, 0.335257, 0.319198, 0.305109, 0.231567, 0.185787, 0.181741, 0.173341, 0.136391, 0.341276, 0.325903, 0.310029, 0.232227
2600, 0.187009, 0.182560, 0.173603, 0.140563, 0.353501, 0.337352, 0.317553, 0.240437, 0.195692, 0.193167, 0.180078, 0.142044, 0.358330, 0.344943, 0.320771, 0.241136
2700, 0.193931, 0.189513, 0.182901, 0.146713, 0.366750, 0.348824, 0.334203, 0.250568, 0.203312, 0.200226, 0.188421, 0.148654, 0.371637, 0.357374, 0.335128, 0.251649
2800, 0.200255, 0.195564, 0.189581, 0.152287, 0.377867, 0.360500, 0.345227, 0.260119, 0.210477, 0.206973, 0.196278, 0.154459, 0.384598, 0.369339, 0.349969, 0.261612
2900, 0.210376, 0.205740, 0.199184, 0.161276, 0.395105, 0.376866, 0.361337, 0.274379, 0.221303, 0.216997, 0.206854, 0.162826, 0.402142, 0.384718, 0.366494, 0.275031
3000, 0.218168, 0.212954, 0.206576, 0.167257, 0.408474, 0.389779, 0.373947, 0.284077, 0.229864, 0.225001, 0.214387, 0.168815, 0.416691, 0.399140, 0.379559, 0.284963
3100, 0.232390, 0.226783, 0.236091, 0.173912, 0.434967, 0.416009, 0.428921, 0.295776, 0.243618, 0.236023, 0.246879, 0.175877, 0.442791, 0.418580, 0.436328, 0.297106
3200, 0.239165, 0.233642, 0.241924, 0.180922, 0.446892, 0.426109, 0.438280, 0.307155, 0.251136, 0.245456, 0.252817, 0.183287, 0.455042, 0.435817, 0.445382, 0.308428
3300, 0.246018, 0.240538, 0.248068, 0.206912, 0.460274, 0.438930, 0.449565, 0.354513, 0.258152, 0.252884, 0.259995, 0.212095, 0.468320, 0.448170, 0.457516, 0.358453
3400, 0.254114, 0.248044, 0.253634, 0.209614, 0.475215, 0.453691, 0.459712, 0.361022, 0.268084, 0.261626, 0.266710, 0.216236, 0.485053, 0.463375, 0.469273, 0.365943
3500, 0.261594, 0.255454, 0.261691, 0.215312, 0.488416, 0.465901, 0.474111, 0.369500, 0.275450, 0.269925, 0.274321, 0.221922, 0.497879, 0.476973, 0.482599, 0.374178
3600, 0.270421, 0.264424, 0.266308, 0.219166, 0.505425, 0.482951, 0.483405, 0.376923, 0.283004, 0.278474, 0.279547, 0.225811, 0.513129, 0.494370, 0.493159, 0.381630
3700, 0.276068, 0.269646, 0.272602, 0.224472, 0.517460, 0.494163, 0.495908, 0.386580, 0.291089, 0.284070, 0.286214, 0.231082, 0.528389, 0.505364, 0.506026, 0.391777
3800, 0.289391, 0.283260, 0.285517, 0.236372, 0.537504, 0.513838, 0.512739, 0.401488, 0.303836, 0.297147, 0.298887, 0.242253, 0.548069, 0.524434, 0.523298, 0.406464
3900, 0.299506, 0.292772, 0.297003, 0.242756, 0.555187, 0.530888, 0.535467, 0.412626, 0.312995, 0.307325, 0.311311, 0.248710, 0.564881, 0.541698, 0.545685, 0.416775
4000, 0.306709, 0.300214, 0.302871, 0.248423, 0.568788, 0.543262, 0.545786, 0.421489, 0.322018, 0.315425, 0.318207, 0.254887, 0.580156, 0.555305, 0.556367, 0.427638
