Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
12000, 12.588333, 11.260818, 10.392227, 11.531357, 44.639740, 41.642456, 39.449982, 42.028320, 13.674301, 12.358871, 10.832626, 12.434433, 47.021461, 43.905174, 40.975899, 44.120285
13000, 13.890961, 12.452820, 12.438911, 12.524353, 49.196671, 45.949066, 46.144943, 45.726707, 15.116013, 13.266525, 13.285744, 13.568298, 51.838470, 48.038933, 48.271118, 48.047592
14000, 14.846878, 13.298111, 13.303467, 13.395042, 52.836037, 49.336693, 49.401443, 49.126213, 16.321304, 14.295746, 14.109680, 14.466011, 55.844566, 51.703033, 51.592918, 51.563744
15000, 15.940422, 14.281029, 14.063713, 14.712914, 56.914589, 53.166664, 52.481522, 53.928001, 17.468338, 15.458481, 14.997223, 15.396210, 60.092461, 55.825943, 54.878639, 56.075058
16000, 16.905952, 15.135933, 15.048203, 15.467697, 60.720024, 56.721802, 56.170815, 56.921021, 18.730606, 16.447800, 16.191429, 16.329903, 64.308067, 59.657646, 58.900887, 59.358635
17000, 19.606247, 17.725601, 15.949242, 16.330116, 69.284058, 65.035950, 59.727592, 60.415794, 22.000183, 17.355179, 17.034653, 17.390129, 73.688759, 66.360382, 62.439674, 63.158417
18000, 20.534653, 18.543381, 16.688751, 17.371147, 72.645988, 68.148933, 62.865578, 64.362099, 23.115906, 18.323486, 17.980118, 18.608551, 77.353523, 69.718994, 65.935501, 67.404602
19000, 21.588921, 19.487022, 18.058220, 18.209373, 76.471451, 71.724442, 67.770958, 67.867760, 24.144318, 19.442490, 18.796547, 19.514229, 81.252289, 73.578453, 70.347244, 71.070923
20000, 22.538315, 20.325790, 18.965988, 21.296692, 80.061081, 75.065308, 71.348763, 77.868408, 25.316772, 20.384476, 19.761154, 20.554932, 85.163361, 77.130089, 74.050514, 78.911903
21000, 23.854927, 21.531776, 19.715912, 22.019791, 84.706535, 79.457535, 74.488579, 80.530403, 26.922470, 21.558563, 20.786011, 21.407875, 90.222855, 81.603256, 77.571793, 81.983521
22000, 24.761658, 22.327881, 20.756775, 22.855972, 88.146538, 82.649689, 78.537888, 83.782066, 28.084702, 22.616135, 21.935738, 22.424683, 94.051971, 85.150101, 81.868118, 85.551971
23000, 25.833504, 23.289101, 21.506271, 23.818634, 92.169472, 86.422417, 81.811134, 87.359398, 29.137253, 23.843872, 22.908920, 23.598267, 98.166039, 89.333405, 85.490036, 89.460587
24000, 26.793793, 24.138763, 22.421356, 24.716690, 95.924492, 89.929428, 85.571503, 90.854301, 30.369125, 24.939407, 23.910172, 24.456749, 102.314438, 93.213867, 89.429634, 93.014488
25000, 28.584373, 25.818718, 25.919357, 25.999001, 102.012276, 95.767487, 96.648758, 95.511559, 31.450958, 26.689713, 24.768669, 25.669075, 107.806297, 99.301018, 97.974800, 97.721176
26000, 29.548599, 26.672318, 26.633148, 26.795242, 105.629204, 99.132034, 99.469093, 98.648277, 32.656204, 27.629623, 25.622742, 26.664169, 111.787025, 102.813339, 101.027573, 101.100037
27000, 30.613831, 27.626923, 27.504585, 27.646423, 109.651955, 102.905952, 102.822243, 102.087097, 33.872330, 28.850281, 26.640503, 27.852043, 116.070496, 106.979538, 104.630730, 105.043968
28000, 31.574074, 28.476540, 28.495323, 28.686478, 113.396179, 106.399010, 106.559723, 106.080353, 35.191010, 29.837509, 27.774452, 29.145760, 120.330528, 110.752708, 108.643181, 109.400215
29000, 32.928795, 29.720634, 29.278992, 29.568359, 118.311752, 111.063782, 109.725761, 109.625046, 36.741302, 30.852280, 28.692169, 30.185791, 125.549934, 115.279091, 112.017006, 113.180313
30000, 33.883476, 30.564690, 30.171028, 31.454056, 122.045586, 114.548164, 113.280891, 116.205177, 37.970932, 31.906754, 29.636795, 32.149490, 129.685944, 119.062256, 115.702820, 120.043564
31000, 34.991417, 31.562004, 31.510330, 32.191460, 126.343483, 118.593819, 118.156937, 119.229050, 39.116959, 33.180084, 30.798042, 33.073311, 134.169189, 123.542023, 120.527428, 123.368340
32000, 35.954956, 32.414917, 32.262138, 33.156052, 130.244507, 122.247704, 121.204781, 122.857574, 40.429031, 34.249619, 31.773849, 34.043213, 138.589844, 127.544205, 123.916779, 127.103416
33000, 40.558289, 36.907623, 33.098167, 34.116989, 144.582275, 136.336067, 124.612114, 126.634033, 41.579254, 39.756622, 32.879196, 35.349159, 149.548309, 143.018051, 127.721100, 131.323708
34000, 41.510796, 37.749504, 34.196297, 35.005424, 147.958351, 139.461594, 128.862541, 130.277618, 42.723526, 40.589417, 34.235619, 36.299065, 153.233391, 146.161636, 132.353714, 135.181419
35000, 42.573212, 38.701294, 34.974884, 36.309486, 151.786530, 143.039314, 132.133690, 135.099541, 43.873901, 41.772522, 35.256195, 37.302719, 157.247459, 150.120346, 135.996346, 139.841652
36000, 43.503586, 39.521042, 35.825127, 37.225151, 155.281036, 146.284760, 135.748482, 138.781059, 45.129395, 42.632019, 36.279312, 38.357292, 161.199837, 153.504295, 139.874580, 143.715012
37000, 44.813263, 40.720093, 37.973915, 38.021767, 159.936478, 150.689491, 143.120506, 142.253891, 46.655792, 43.547363, 38.457253, 39.465721, 166.212112, 157.713570, 147.475655, 147.740234
38000, 45.752037, 41.548241, 38.703407, 39.010300, 163.415123, 153.919235, 146.068687, 146.283104, 47.837021, 44.504730, 39.347092, 40.743294, 170.043823, 161.200432, 150.670853, 152.068146
39000, 46.847595, 42.533173, 39.575462, 39.943878, 167.550377, 157.805473, 149.587639, 150.240997, 48.930313, 45.713333, 40.227005, 41.862869, 174.273811, 165.402672, 154.300896, 156.368019
40000, 47.804909, 43.379860, 40.642990, 45.216347, 171.238907, 161.242973, 153.767059, 166.452156, 50.204666, 46.664032, 41.607841, 48.229973, 178.441170, 169.082283, 158.945717, 174.070183
