Size, Data.List.sort, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
25000, 0.018321990966796875, 0.02278447151184082, 0.020518064498901367, 0.01958322525024414, 0.020056486129760742, 0.021244049072265625, 0.019223928451538086, 0.01849532127380371, 0.018760204315185547, 0.00941777229309082, 0.008504867553710938, 0.008367061614990234, 0.00850534439086914, 0.00905752182006836, 0.008145332336425781, 0.007991313934326172, 0.008144855499267578
50000, 0.04345822334289551, 0.05427742004394531, 0.04971718788146973, 0.04771876335144043, 0.04875302314758301, 0.050727128982543945, 0.04622387886047363, 0.044621944427490234, 0.04529452323913574, 0.02117180824279785, 0.019735336303710938, 0.019625186920166016, 0.020038127899169922, 0.020375490188598633, 0.018739700317382813, 0.018497467041015625, 0.01886916160583496
75000, 0.07049250602722168, 0.08926033973693848, 0.08220124244689941, 0.07748079299926758, 0.07957649230957031, 0.08313989639282227, 0.07631659507751465, 0.07196378707885742, 0.07374310493469238, 0.03564715385437012, 0.031888723373413086, 0.031342506408691406, 0.03207111358642578, 0.03365778923034668, 0.030485868453979492, 0.029465675354003906, 0.03055286407470703
100000, 0.10225081443786621, 0.13191556930541992, 0.12198448181152344, 0.11734604835510254, 0.11986589431762695, 0.12229251861572266, 0.11240863800048828, 0.1083066463470459, 0.11090946197509766, 0.05199575424194336, 0.04750323295593262, 0.04752802848815918, 0.047392845153808594, 0.049019575119018555, 0.04495382308959961, 0.04520988464355469, 0.0455477237701416
125000, 0.13764619827270508, 0.17119336128234863, 0.1586625576019287, 0.15170907974243164, 0.15623807907104492, 0.15859103202819824, 0.14626002311706543, 0.13966155052185059, 0.143815279006958, 0.06675171852111816, 0.061240196228027344, 0.05971336364746094, 0.06156420707702637, 0.06300520896911621, 0.05803847312927246, 0.056894779205322266, 0.05876493453979492
150000, 0.1710972785949707, 0.2151927947998047, 0.20042109489440918, 0.18956255912780762, 0.19304227828979492, 0.19103646278381348, 0.17564892768859863, 0.16743993759155273, 0.17158722877502441, 0.0795140266418457, 0.07523655891418457, 0.07267546653747559, 0.07586979866027832, 0.07945680618286133, 0.07433915138244629, 0.0702981948852539, 0.07234668731689453
175000, 0.20888519287109375, 0.2574958801269531, 0.24013423919677734, 0.22774600982666016, 0.23615479469299316, 0.23945283889770508, 0.2221050262451172, 0.2107250690460205, 0.21970367431640625, 0.09286022186279297, 0.08910250663757324, 0.08383560180664063, 0.09140849113464355, 0.08958935737609863, 0.08392715454101563, 0.07953453063964844, 0.08605575561523438
200000, 0.23290061950683594, 0.2884788513183594, 0.26955175399780273, 0.2604410648345947, 0.26502323150634766, 0.26764488220214844, 0.248917818069458, 0.24069833755493164, 0.24309444427490234, 0.10891175270080566, 0.10330653190612793, 0.10565590858459473, 0.10527229309082031, 0.10431408882141113, 0.0975797176361084, 0.09924578666687012, 0.09906578063964844
225000, 0.266538143157959, 0.32993102073669434, 0.30838656425476074, 0.29522204399108887, 0.303849458694458, 0.30627989768981934, 0.2886338233947754, 0.28800296783447266, 0.29169344902038574, 0.12988495826721191, 0.1223604679107666, 0.12298965454101563, 0.12478351593017578, 0.12420129776000977, 0.11067366600036621, 0.11029863357543945, 0.11218929290771484
250000, 0.30280351638793945, 0.37325000762939453, 0.34934329986572266, 0.33603620529174805, 0.3447153568267822, 0.3613011837005615, 0.3392677307128906, 0.32297182083129883, 0.33119678497314453, 0.14610815048217773, 0.13768577575683594, 0.1349327564239502, 0.1397871971130371, 0.13973426818847656, 0.13062715530395508, 0.12923264503479004, 0.13239836692810059
