Size, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
1100, 43.176468, 36.250877, 40.036331, 49.547707, 49.941231, 39.990776, 42.712502, 52.724205, 343.607239, 327.057442, 309.843254, 321.924675, 429.891655, 407.308823, 381.486572, 395.444405
1200, 47.838280, 40.286041, 44.580482, 54.430199, 55.139397, 44.293625, 47.451881, 57.774040, 375.683449, 358.303169, 350.044426, 357.869812, 468.766663, 444.335327, 430.157578, 438.189240
1300, 51.397346, 43.217590, 48.294594, 59.154556, 59.265968, 47.524887, 51.350159, 62.849205, 414.717224, 395.301674, 383.868362, 420.910980, 516.296135, 489.387375, 470.733459, 516.516670
1400, 55.112404, 46.300781, 51.825943, 63.679390, 63.486809, 50.850456, 55.066391, 67.608185, 444.630714, 424.927498, 417.453682, 452.509712, 553.124451, 525.539429, 511.792282, 554.995331
1500, 60.174347, 50.739555, 56.590897, 69.454857, 69.083969, 55.552269, 60.007988, 73.562187, 483.528305, 464.902084, 456.140640, 489.093918, 599.953743, 573.194054, 557.731270, 598.005394
1600, 64.725685, 54.663376, 60.405182, 75.250526, 74.189262, 59.762253, 64.061646, 79.609901, 529.250359, 509.145660, 526.879227, 526.823517, 656.615311, 627.131676, 646.111938, 643.260544
1700, 70.169464, 59.479637, 66.717590, 81.478699, 80.175774, 64.853455, 70.554665, 86.088768, 566.883545, 546.844116, 559.527824, 566.877449, 701.466454, 671.786171, 683.831726, 690.230133
1800, 72.966675, 61.649330, 69.071457, 84.574554, 83.520874, 67.303246, 73.078880, 89.288673, 606.650902, 582.656937, 589.755768, 600.124344, 750.994705, 716.192970, 720.934319, 730.753052
1900, 78.039520, 66.093788, 74.006409, 90.917984, 89.106827, 71.993896, 78.140640, 95.954231, 644.472534, 620.817963, 628.086311, 655.312332, 796.010490, 761.459236, 765.990074, 796.767632
2000, 82.313232, 69.739113, 78.975700, 95.225983, 93.927872, 75.919640, 83.356125, 100.411308, 682.974602, 657.850708, 667.981430, 689.023933, 843.247757, 806.529778, 814.183250, 837.400795
2100, 87.465157, 74.265259, 82.810104, 102.178009, 99.711624, 80.808067, 87.335197, 107.720421, 774.463638, 760.913193, 703.152260, 726.493973, 957.386696, 930.912376, 856.134308, 881.956802
2200, 90.487831, 76.659546, 85.790253, 105.439735, 103.244797, 83.445938, 90.496391, 111.132019, 807.327415, 794.530205, 739.670708, 769.302055, 997.643936, 971.502792, 900.157021, 934.113937
2300, 95.327728, 80.871056, 91.078751, 111.410400, 108.557152, 87.862991, 95.964966, 117.311653, 846.982658, 831.696899, 783.796265, 810.391441, 1044.243698, 1014.850716, 951.670021, 981.761284
2400, 100.106125, 85.021065, 95.749657, 117.144028, 113.933037, 92.343575, 100.849014, 123.309631, 886.589630, 870.784111, 838.638107, 854.640060, 1092.187218, 1061.847397, 1017.953407, 1034.803978
2500, 103.473885, 87.763916, 98.701416, 121.701859, 117.809570, 95.324776, 103.981018, 128.238449, 920.477097, 904.739609, 875.732216, 971.943192, 1133.943214, 1103.588219, 1063.079033, 1176.357399
2600, 108.962868, 92.622772, 103.864311, 127.693504, 123.859932, 100.479851, 109.323509, 134.344254, 978.122322, 961.149605, 918.735077, 1016.091705, 1202.221344, 1169.747192, 1113.106544, 1227.320236
2700, 113.812637, 96.845894, 109.817101, 132.958176, 129.217842, 104.942444, 115.470909, 139.763535, 1014.399994, 996.092163, 965.099007, 1056.929001, 1245.944206, 1211.539894, 1168.775208, 1275.811501
2800, 118.196892, 100.603500, 114.095901, 138.189713, 134.150459, 108.979744, 119.893974, 145.185188, 1052.305580, 1035.642776, 1002.498695, 1091.726944, 1291.440735, 1258.670967, 1213.149010, 1316.753708
2900, 122.431915, 104.213615, 117.857414, 143.878189, 138.931572, 112.865524, 123.856117, 151.215515, 1096.206108, 1075.825310, 1043.366493, 1129.906837, 1344.256485, 1306.952179, 1261.816269, 1362.166267
3000, 127.313637, 108.467598, 123.090797, 149.750038, 144.343170, 117.391159, 129.271645, 157.299240, 1137.629692, 1118.195267, 1086.674606, 1171.885101, 1393.960495, 1357.542519, 1313.327980, 1411.853996
3100, 131.490578, 112.014633, 126.439217, 155.307945, 149.046814, 121.190170, 132.847481, 163.098671, 1212.027283, 1186.877045, 1239.637924, 1230.488480, 1484.657646, 1441.817848, 1496.941956, 1481.717842
3200, 136.814659, 116.710327, 132.484703, 160.957825, 154.955490, 126.203545, 139.113747, 168.931625, 1245.904625, 1219.305305, 1270.119987, 1268.488579, 1525.021011, 1479.573792, 1532.166931, 1526.170082
3300, 140.289856, 119.558006, 135.388130, 165.711494, 158.936157, 129.288902, 142.174576, 173.984390, 1285.322662, 1258.724068, 1307.029182, 1304.112595, 1573.017509, 1527.340561, 1576.414551, 1568.693527
3400, 146.527870, 125.167633, 141.715706, 173.077812, 165.729645, 135.187088, 148.694405, 181.550789, 1336.292564, 1308.788765, 1346.299934, 1358.125168, 1632.878525, 1585.901489, 1621.472435, 1631.970993
3500, 150.259506, 128.272621, 145.563698, 176.873184, 169.980682, 138.542809, 152.707504, 185.473389, 1375.390694, 1346.658081, 1389.139526, 1396.566650, 1680.523102, 1631.509468, 1673.437569, 1677.934052
3600, 156.098495, 133.482353, 150.723236, 183.869591, 176.375847, 144.042679, 158.070274, 192.690323, 1432.945816, 1407.772690, 1428.804596, 1448.715225, 1749.210243, 1703.806526, 1719.282982, 1738.762451
3700, 160.181229, 136.941696, 155.203629, 189.021439, 180.974449, 147.755280, 162.706383, 198.072723, 1472.023689, 1444.792236, 1470.671494, 1488.852867, 1796.322052, 1748.089058, 1768.832550, 1786.262505
3800, 163.946838, 140.077400, 159.203979, 193.883186, 185.282745, 151.158943, 166.878830, 203.250267, 1506.804672, 1479.613724, 1502.365692, 1553.303383, 1839.335274, 1790.831429, 1807.507271, 1866.217293
3900, 168.996162, 144.500076, 164.068275, 199.449150, 190.864151, 155.845032, 171.941956, 208.987831, 1559.783470, 1528.514214, 1566.682831, 1598.117371, 1903.041763, 1849.325104, 1883.775047, 1918.919891
4000, 173.432091, 148.310226, 167.848312, 204.714020, 195.846710, 159.932266, 175.898125, 214.430313, 1603.301880, 1572.895180, 1600.330986, 1636.813965, 1955.689995, 1902.510651, 1923.937965, 1964.950394
